episode,score,avg_100,best_score,epsilon,avg_loss,buffer_size,elapsed_s
5445,6,11.51,30,0.065666,0.578723,100000,2511.2
5446,26,11.7,30,0.065633,0.500651,100000,2513.4
5447,3,11.56,30,0.0656,0.478545,100000,2513.6
5448,25,11.8,30,0.065567,0.524419,100000,2515.5
5449,4,11.69,30,0.065534,0.485026,100000,2515.7
5450,1,11.66,30,0.065502,0.423929,100000,2515.8
5451,17,11.78,30,0.065469,0.535662,100000,2516.7
5452,18,11.89,30,0.065436,0.543545,100000,2517.7
5453,23,11.91,30,0.065403,0.511621,100000,2519.8
5454,29,12.03,30,0.065371,0.522716,100000,2521.6
5455,6,11.87,30,0.065338,0.594343,100000,2521.9
5456,3,11.85,30,0.065305,0.5307,100000,2522.1
5457,19,11.8,30,0.065273,0.505757,100000,2523.4
5458,14,11.88,30,0.06524,0.491761,100000,2524.3
5459,2,11.75,30,0.065207,0.554393,100000,2524.5
5460,5,11.59,30,0.065175,0.543689,100000,2524.8
5461,6,11.42,30,0.065142,0.473603,100000,2525.2
5462,5,11.31,30,0.06511,0.496286,100000,2525.4
5463,2,11.2,30,0.065077,0.48043,100000,2525.5
5464,12,11.2,30,0.065045,0.570752,100000,2526.2
5465,20,11.25,30,0.065012,0.505977,100000,2527.6
5466,12,11.3,30,0.064979,0.501208,100000,2528.4
5467,5,11.29,30,0.064947,0.538156,100000,2528.8
5468,5,11.12,30,0.064915,0.496138,100000,2529.0
5469,6,11.13,30,0.064882,0.619775,100000,2529.3
5470,25,11.29,30,0.06485,0.499766,100000,2531.2
5471,2,11.09,30,0.064817,0.56282,100000,2531.3
5472,10,11.1,30,0.064785,0.514937,100000,2531.9
5473,16,11.13,30,0.064752,0.491886,100000,2533.4
5474,7,11.14,30,0.06472,0.541001,100000,2533.8
5475,9,11.07,30,0.064688,0.526031,100000,2534.6
5476,20,11.07,30,0.064655,0.543242,100000,2535.9
5477,13,11.09,30,0.064623,0.521261,100000,2536.8
5478,10,11.03,30,0.064591,0.518758,100000,2537.3
5479,8,11.11,30,0.064558,0.535578,100000,2537.9
5480,9,11.01,30,0.064526,0.484063,100000,2538.5
5481,7,10.9,30,0.064494,0.578506,100000,2538.9
5482,5,10.9,30,0.064462,0.550879,100000,2539.1
5483,16,10.96,30,0.064429,0.523484,100000,2540.2
5484,6,10.96,30,0.064397,0.511255,100000,2540.6
5485,26,11.02,30,0.064365,0.538231,100000,2542.5
5486,16,10.91,30,0.064333,0.547179,100000,2543.5
5487,4,10.76,30,0.064301,0.589195,100000,2543.7
5488,9,10.78,30,0.064268,0.551446,100000,2544.5
5489,23,10.77,30,0.064236,0.509731,100000,2546.2
5490,20,10.91,30,0.064204,0.548935,100000,2547.6
5491,6,10.94,30,0.064172,0.496473,100000,2547.9
5492,13,11.05,30,0.06414,0.531241,100000,2548.8
5493,20,11.05,30,0.064108,0.536442,100000,2550.0
5494,7,11.08,30,0.064076,0.599165,100000,2550.3
5495,11,11.1,30,0.064044,0.585293,100000,2551.0
5496,3,11.1,30,0.064012,0.47639,100000,2551.2
5497,3,11.12,30,0.06398,0.709359,100000,2551.4
5498,26,11.24,30,0.063948,0.535658,100000,2553.1
5499,2,11.19,30,0.063916,0.537906,100000,2553.2
5500,4,10.99,30,0.063884,0.460932,100000,2553.4
5501,9,11.03,30,0.063852,0.523018,100000,2554.0
5502,12,11.05,30,0.06382,0.579011,100000,2554.6
5503,7,11.01,30,0.063788,0.509749,100000,2554.9
5504,19,11.12,30,0.063756,0.539216,100000,2556.5
5505,8,11.02,30,0.063724,0.573096,100000,2557.0
5506,10,11.05,30,0.063692,0.541404,100000,2557.5
5507,6,11.02,30,0.063661,0.515852,100000,2557.8
5508,1,10.92,30,0.063629,0.542099,100000,2557.9
5509,20,11.09,30,0.063597,0.570063,100000,2559.1
5510,9,11.09,30,0.063565,0.529428,100000,2559.8
5511,14,11.09,30,0.063533,0.546457,100000,2560.7
5512,2,10.97,30,0.063502,0.56368,100000,2560.8
5513,10,10.91,30,0.06347,0.531794,100000,2561.4
5514,11,10.95,30,0.063438,0.512185,100000,2561.9
5515,13,11.01,30,0.063406,0.517934,100000,2562.6
5516,3,11.02,30,0.063375,0.590455,100000,2562.9
5517,2,10.93,30,0.063343,0.505118,100000,2563.0
5518,5,10.96,30,0.063311,0.588875,100000,2563.3
5519,4,10.98,30,0.06328,0.536901,100000,2563.7
5520,5,10.99,30,0.063248,0.523098,100000,2564.1
5521,14,10.98,30,0.063216,0.514816,100000,2565.1
5522,2,10.9,30,0.063185,0.519722,100000,2565.2
5523,18,10.91,30,0.063153,0.489803,100000,2566.4
5524,20,11.04,30,0.063122,0.514359,100000,2567.9
5525,8,11.07,30,0.06309,0.573325,100000,2568.5
5526,10,11.17,30,0.063059,0.545613,100000,2569.1
5527,5,11.07,30,0.063027,0.519439,100000,2569.6
5528,7,10.94,30,0.062996,0.523344,100000,2570.1
5529,7,10.92,30,0.062964,0.54743,100000,2570.5
5530,11,11.03,30,0.062933,0.562565,100000,2571.2
5531,1,10.83,30,0.062901,0.445385,100000,2571.3
5532,12,10.88,30,0.06287,0.550122,100000,2572.1
5533,13,10.78,30,0.062838,0.55615,100000,2572.7
5534,21,10.79,30,0.062807,0.55159,100000,2574.4
5535,23,10.95,30,0.062775,0.594616,100000,2576.2
5536,17,11.05,30,0.062744,0.54802,100000,2577.1
5537,3,10.92,30,0.062713,0.506847,100000,2577.4
5538,12,10.93,30,0.062681,0.572482,100000,2578.2
5539,6,10.92,30,0.06265,0.565912,100000,2578.6
5540,8,10.85,30,0.062619,0.605375,100000,2579.0
5541,12,10.69,30,0.062587,0.551147,100000,2579.6
5542,10,10.69,30,0.062556,0.545524,100000,2580.3
5543,13,10.69,30,0.062525,0.511585,100000,2581.0
5544,3,10.56,30,0.062493,0.534845,100000,2581.2
5545,23,10.73,30,0.062462,0.554124,100000,2583.0
5546,9,10.56,30,0.062431,0.567819,100000,2583.4
5547,28,10.81,30,0.0624,0.542737,100000,2586.6
5548,22,10.78,30,0.062369,0.546527,100000,2588.2
5549,11,10.85,30,0.062337,0.542408,100000,2589.1
5550,12,10.96,30,0.062306,0.594969,100000,2589.7
5551,16,10.95,30,0.062275,0.539697,100000,2590.6
5552,16,10.93,30,0.062244,0.530965,100000,2591.3
5553,21,10.91,30,0.062213,0.534852,100000,2593.1
5554,18,10.8,30,0.062182,0.552153,100000,2594.0
5555,12,10.86,30,0.062151,0.561012,100000,2595.2
5556,5,10.88,30,0.06212,0.58435,100000,2595.5
5557,5,10.74,30,0.062088,0.54067,100000,2595.7
5558,8,10.68,30,0.062057,0.548958,100000,2596.2
5559,3,10.69,30,0.062026,0.587113,100000,2596.3
5560,8,10.72,30,0.061995,0.577222,100000,2597.0
5561,26,10.92,30,0.061964,0.539784,100000,2599.1
5562,18,11.05,30,0.061933,0.548989,100000,2600.3
5563,7,11.1,30,0.061902,0.556813,100000,2600.8
5564,5,11.03,30,0.061871,0.50974,100000,2601.2
5565,12,10.95,30,0.061841,0.545078,100000,2601.8
5566,8,10.91,30,0.06181,0.576917,100000,2602.3
5567,21,11.07,30,0.061779,0.517794,100000,2603.9
5568,8,11.1,30,0.061748,0.528851,100000,2604.5
5569,3,11.07,30,0.061717,0.533163,100000,2604.7
5570,28,11.1,30,0.061686,0.562593,100000,2606.5
5571,8,11.16,30,0.061655,0.609748,100000,2607.1
5572,13,11.19,30,0.061624,0.547252,100000,2607.8
5573,2,11.05,30,0.061594,0.509936,100000,2607.9
5574,7,11.05,30,0.061563,0.541329,100000,2608.3
5575,3,10.99,30,0.061532,0.529949,100000,2608.5
5576,3,10.82,30,0.061501,0.530603,100000,2608.7
5577,7,10.76,30,0.061471,0.587027,100000,2609.0
5578,2,10.68,30,0.06144,0.523134,100000,2609.1
5579,6,10.66,30,0.061409,0.594768,100000,2609.6
5580,22,10.79,30,0.061378,0.569052,100000,2611.5
5581,19,10.91,30,0.061348,0.560887,100000,2612.9
5582,6,10.92,30,0.061317,0.582169,100000,2613.3
5583,17,10.93,30,0.061286,0.573205,100000,2614.1
5584,20,11.07,30,0.061256,0.569964,100000,2615.9
5585,27,11.08,30,0.061225,0.558172,100000,2618.3
5586,22,11.14,30,0.061194,0.597766,100000,2620.1
5587,18,11.28,30,0.061164,0.557368,100000,2621.2
5588,15,11.34,30,0.061133,0.579615,100000,2622.3
5589,0,11.11,30,0.061103,0.509653,100000,2622.3
5590,20,11.11,30,0.061072,0.593241,100000,2623.7
5591,17,11.22,30,0.061042,0.578098,100000,2625.0
5592,24,11.33,30,0.061011,0.563834,100000,2627.3
5593,14,11.27,30,0.060981,0.54216,100000,2628.1
5594,16,11.36,30,0.06095,0.543405,100000,2629.3
5595,14,11.39,30,0.06092,0.558024,100000,2630.2
5596,25,11.61,30,0.060889,0.572133,100000,2631.7
5597,20,11.78,30,0.060859,0.549967,100000,2633.1
5598,19,11.71,30,0.060828,0.559303,100000,2634.5
5599,3,11.72,30,0.060798,0.476473,100000,2634.7
5600,3,11.71,30,0.060767,0.653752,100000,2634.9
5601,1,11.63,30,0.060737,0.451512,100000,2635.0
5602,11,11.62,30,0.060707,0.55969,100000,2635.9
5603,20,11.75,30,0.060676,0.544122,100000,2637.3
5604,6,11.62,30,0.060646,0.658067,100000,2637.7
5605,12,11.66,30,0.060616,0.562577,100000,2638.5
5606,16,11.72,30,0.060585,0.550136,100000,2639.4
5607,1,11.67,30,0.060555,0.538042,100000,2639.5
5608,1,11.67,30,0.060525,0.646577,100000,2639.5
5609,28,11.75,30,0.060495,0.606667,100000,2642.2
5610,12,11.78,30,0.060464,0.577971,100000,2642.9
5611,4,11.68,30,0.060434,0.595537,100000,2643.2
5612,22,11.88,30,0.060404,0.558322,100000,2644.6
5613,23,12.01,30,0.060374,0.556877,100000,2646.3
5614,8,11.98,30,0.060344,0.561071,100000,2646.8
5615,13,11.98,30,0.060313,0.619234,100000,2647.7
5616,4,11.99,30,0.060283,0.498458,100000,2648.1
5617,13,12.1,30,0.060253,0.55434,100000,2649.0
5618,1,12.06,30,0.060223,0.61501,100000,2649.1
5619,6,12.08,30,0.060193,0.5902,100000,2649.3
5620,1,12.04,30,0.060163,0.598358,100000,2649.4
5621,19,12.09,30,0.060133,0.58047,100000,2650.8
5622,5,12.12,30,0.060103,0.571104,100000,2651.1
5623,9,12.03,30,0.060073,0.597255,100000,2651.7
5624,6,11.89,30,0.060042,0.642817,100000,2651.9
5625,25,12.06,30,0.060012,0.579605,100000,2653.5
5626,11,12.07,30,0.059982,0.558666,100000,2654.5
5627,21,12.23,30,0.059952,0.545581,100000,2656.3
5628,2,12.18,30,0.059922,0.568241,100000,2656.4
5629,16,12.27,30,0.059893,0.599267,100000,2657.4
5630,10,12.26,30,0.059863,0.553502,100000,2657.9
5631,12,12.37,30,0.059833,0.552326,100000,2658.7
5632,11,12.36,30,0.059803,0.568442,100000,2659.5
5633,8,12.31,30,0.059773,0.510176,100000,2660.0
5634,6,12.16,30,0.059743,0.609742,100000,2660.4
5635,2,11.95,30,0.059713,0.521026,100000,2660.5
5636,24,12.02,30,0.059683,0.547155,100000,2662.1
5637,1,12.0,30,0.059653,0.501353,100000,2662.2
5638,14,12.02,30,0.059624,0.551165,100000,2663.3
5639,7,12.03,30,0.059594,0.546611,100000,2663.7
5640,20,12.15,30,0.059564,0.576658,100000,2665.1
5641,23,12.26,30,0.059534,0.561613,100000,2666.6
5642,20,12.36,30,0.059504,0.530877,100000,2667.8
5643,3,12.26,30,0.059475,0.58254,100000,2668.0
5644,16,12.39,30,0.059445,0.537223,100000,2669.2
5645,12,12.28,30,0.059415,0.57452,100000,2670.0
5646,10,12.29,30,0.059385,0.545653,100000,2670.6
5647,6,12.07,30,0.059356,0.519415,100000,2671.1
5648,16,12.01,30,0.059326,0.535117,100000,2672.0
5649,7,11.97,30,0.059296,0.559098,100000,2672.4
5650,25,12.1,30,0.059267,0.547839,100000,2674.2
5651,9,12.03,30,0.059237,0.535394,100000,2674.6
5652,10,11.97,30,0.059208,0.575952,100000,2675.3
5653,6,11.82,30,0.059178,0.54446,100000,2675.7
5654,15,11.79,30,0.059148,0.575701,100000,2676.8
5655,26,11.93,30,0.059119,0.526598,100000,2678.8
5656,23,12.11,30,0.059089,0.558248,100000,2680.4
5657,4,12.1,30,0.05906,0.528226,100000,2680.6
5658,22,12.24,30,0.05903,0.566537,100000,2682.2
5659,10,12.31,30,0.059001,0.501466,100000,2683.0
5660,20,12.43,30,0.058971,0.529587,100000,2684.2
5661,22,12.39,30,0.058942,0.549943,100000,2686.0
5662,3,12.24,30,0.058912,0.534702,100000,2686.1
5663,8,12.25,30,0.058883,0.559729,100000,2686.7
5664,5,12.25,30,0.058853,0.485509,100000,2686.9
5665,16,12.29,30,0.058824,0.546734,100000,2688.0
5666,22,12.43,30,0.058794,0.524594,100000,2689.8
5667,23,12.45,30,0.058765,0.53679,100000,2691.2
5668,9,12.46,30,0.058736,0.541143,100000,2691.8
5669,7,12.5,30,0.058706,0.516964,100000,2692.2
5670,6,12.28,30,0.058677,0.530782,100000,2692.8
5671,15,12.35,30,0.058648,0.603128,100000,2693.7
5672,8,12.3,30,0.058618,0.535969,100000,2694.3
5673,3,12.31,30,0.058589,0.563464,100000,2694.5
5674,15,12.39,30,0.05856,0.553327,100000,2695.3
5675,21,12.57,30,0.05853,0.557254,100000,2696.8
5676,8,12.62,30,0.058501,0.560739,100000,2697.2
5677,13,12.68,30,0.058472,0.550636,100000,2698.2
5678,23,12.89,30,0.058443,0.554639,100000,2700.1
5679,30,13.13,30,0.058413,0.579089,100000,2702.0
5680,18,13.09,30,0.058384,0.534756,100000,2703.3
5681,15,13.05,30,0.058355,0.541053,100000,2704.2
5682,23,13.22,30,0.058326,0.549216,100000,2705.9
5683,10,13.15,30,0.058297,0.553024,100000,2706.4
5684,15,13.1,30,0.058268,0.562212,100000,2707.5
5685,9,12.92,30,0.058238,0.52069,100000,2708.0
5686,17,12.87,30,0.058209,0.568003,100000,2709.2
5687,10,12.79,30,0.05818,0.546374,100000,2709.8
5688,5,12.69,30,0.058151,0.516635,100000,2710.1
5689,9,12.78,30,0.058122,0.558045,100000,2710.8
5690,10,12.68,30,0.058093,0.558608,100000,2711.5
5691,7,12.58,30,0.058064,0.568149,100000,2712.0
5692,26,12.6,30,0.058035,0.564758,100000,2714.0
5693,7,12.53,30,0.058006,0.583859,100000,2714.4
5694,18,12.55,30,0.057977,0.603071,100000,2715.9
5695,21,12.62,30,0.057948,0.561824,100000,2717.3
5696,23,12.6,30,0.057919,0.599922,100000,2718.7
5697,20,12.6,30,0.05789,0.588106,100000,2720.2
5698,9,12.5,30,0.057861,0.557922,100000,2720.8
5699,16,12.63,30,0.057832,0.573945,100000,2721.8
5700,12,12.72,30,0.057803,0.577433,100000,2722.4
5701,14,12.85,30,0.057774,0.557757,100000,2723.4
5702,15,12.89,30,0.057745,0.565372,100000,2724.5
5703,5,12.74,30,0.057716,0.600154,100000,2724.9
5704,24,12.92,30,0.057688,0.602566,100000,2726.9
5705,8,12.88,30,0.057659,0.561064,100000,2727.4
5706,17,12.89,30,0.05763,0.542767,100000,2728.7
5707,23,13.11,30,0.057601,0.579399,100000,2730.3
5708,14,13.24,30,0.057572,0.558888,100000,2731.3
5709,18,13.14,30,0.057544,0.567754,100000,2732.6
5710,5,13.07,30,0.057515,0.561247,100000,2732.8
5711,22,13.25,30,0.057486,0.629533,100000,2734.2
5712,23,13.26,30,0.057457,0.581403,100000,2735.7
5713,8,13.11,30,0.057429,0.54689,100000,2736.2
5714,7,13.1,30,0.0574,0.508002,100000,2736.7
5715,15,13.12,30,0.057371,0.580194,100000,2737.6
5716,18,13.26,30,0.057342,0.595127,100000,2739.0
5717,3,13.16,30,0.057314,0.554065,100000,2739.2
5718,3,13.18,30,0.057285,0.539471,100000,2739.4
5719,19,13.31,30,0.057256,0.605473,100000,2740.6
5720,25,13.55,30,0.057228,0.578528,100000,2742.4
5721,19,13.55,30,0.057199,0.578101,100000,2743.7
5722,15,13.65,30,0.057171,0.588789,100000,2744.9
5723,19,13.75,30,0.057142,0.559168,100000,2746.1
5724,12,13.81,30,0.057113,0.561258,100000,2746.7
5725,18,13.74,30,0.057085,0.590285,100000,2748.0
5726,18,13.81,30,0.057056,0.55721,100000,2749.3
5727,10,13.7,30,0.057028,0.594858,100000,2749.8
5728,9,13.77,30,0.056999,0.61873,100000,2750.2
5729,14,13.75,30,0.056971,0.560391,100000,2751.1
5730,6,13.71,30,0.056942,0.572819,100000,2751.4
5731,23,13.82,30,0.056914,0.620769,100000,2752.9
5732,16,13.87,30,0.056885,0.612507,100000,2753.8
5733,13,13.92,30,0.056857,0.598749,100000,2754.7
5734,23,14.09,30,0.056829,0.595268,100000,2756.9
5735,7,14.14,30,0.0568,0.597726,100000,2757.4
5736,15,14.05,30,0.056772,0.610393,100000,2758.4
5737,26,14.3,30,0.056743,0.578351,100000,2760.5
5738,32,14.48,32,0.056715,0.598198,100000,2763.0
5739,10,14.51,32,0.056687,0.550886,100000,2763.9
5740,8,14.39,32,0.056658,0.555339,100000,2764.4
5741,15,14.31,32,0.05663,0.645468,100000,2765.3
5742,16,14.27,32,0.056602,0.600907,100000,2766.3
5743,13,14.37,32,0.056573,0.561266,100000,2767.2
5744,5,14.26,32,0.056545,0.634116,100000,2767.6
5745,22,14.36,32,0.056517,0.620818,100000,2769.0
5746,20,14.46,32,0.056488,0.58091,100000,2770.2
5747,27,14.67,32,0.05646,0.570943,100000,2772.0
5748,24,14.75,32,0.056432,0.626833,100000,2773.6
5749,6,14.74,32,0.056404,0.65427,100000,2774.0
5750,17,14.66,32,0.056376,0.613974,100000,2775.3
5751,21,14.78,32,0.056347,0.62552,100000,2776.8
5752,23,14.91,32,0.056319,0.59871,100000,2778.4
5753,16,15.01,32,0.056291,0.624237,100000,2779.7
5754,6,14.92,32,0.056263,0.530017,100000,2780.1
5755,12,14.78,32,0.056235,0.60503,100000,2780.8
5756,9,14.64,32,0.056207,0.618756,100000,2781.3
5757,10,14.7,32,0.056179,0.576185,100000,2781.8
5758,5,14.53,32,0.05615,0.637678,100000,2782.1
5759,13,14.56,32,0.056122,0.59926,100000,2783.1
5760,16,14.52,32,0.056094,0.569108,100000,2784.2
5761,7,14.37,32,0.056066,0.575209,100000,2784.7
5762,23,14.57,32,0.056038,0.595512,100000,2786.7
5763,11,14.6,32,0.05601,0.62039,100000,2787.3
5764,30,14.85,32,0.055982,0.625055,100000,2789.3
5765,19,14.88,32,0.055954,0.602215,100000,2790.6
5766,14,14.8,32,0.055926,0.596356,100000,2791.4
5767,18,14.75,32,0.055898,0.600891,100000,2792.7
5768,7,14.73,32,0.05587,0.608394,100000,2793.1
5769,17,14.83,32,0.055842,0.575402,100000,2794.3
5770,18,14.95,32,0.055815,0.610077,100000,2795.7
5771,23,15.03,32,0.055787,0.580811,100000,2797.6
5772,21,15.16,32,0.055759,0.614554,100000,2798.9
5773,14,15.27,32,0.055731,0.613371,100000,2800.1
5774,15,15.27,32,0.055703,0.611435,100000,2801.1
5775,6,15.12,32,0.055675,0.595779,100000,2801.5
5776,6,15.1,32,0.055647,0.576282,100000,2802.0
5777,16,15.13,32,0.055619,0.593088,100000,2803.1
5778,22,15.12,32,0.055592,0.620122,100000,2804.9
5779,20,15.02,32,0.055564,0.634017,100000,2806.8
5780,14,14.98,32,0.055536,0.639797,100000,2807.6
5781,5,14.88,32,0.055508,0.551687,100000,2807.9
5782,9,14.74,32,0.055481,0.599757,100000,2808.5
5783,21,14.85,32,0.055453,0.634636,100000,2810.0
5784,9,14.79,32,0.055425,0.633124,100000,2810.8
5785,6,14.76,32,0.055397,0.625399,100000,2811.2
5786,18,14.77,32,0.05537,0.625175,100000,2812.4
5787,15,14.82,32,0.055342,0.597032,100000,2813.3
5788,17,14.94,32,0.055314,0.608641,100000,2814.3
5789,5,14.9,32,0.055287,0.586955,100000,2814.6
5790,5,14.85,32,0.055259,0.586857,100000,2815.0
5791,16,14.94,32,0.055231,0.588722,100000,2815.8
5792,17,14.85,32,0.055204,0.587037,100000,2816.9
5793,13,14.91,32,0.055176,0.614368,100000,2818.0
5794,9,14.82,32,0.055149,0.610579,100000,2818.5
5795,21,14.82,32,0.055121,0.603996,100000,2819.9
5796,16,14.75,32,0.055093,0.568446,100000,2821.0
5797,8,14.63,32,0.055066,0.644221,100000,2821.7
5798,11,14.65,32,0.055038,0.582299,100000,2822.3
5799,26,14.75,32,0.055011,0.570188,100000,2824.3
5800,5,14.68,32,0.054983,0.604694,100000,2824.5
5801,20,14.74,32,0.054956,0.569794,100000,2826.0
5802,25,14.84,32,0.054928,0.571963,100000,2827.9
5803,12,14.91,32,0.054901,0.643157,100000,2828.4
5804,9,14.76,32,0.054873,0.535038,100000,2829.0
5805,9,14.77,32,0.054846,0.601885,100000,2829.6
5806,14,14.74,32,0.054819,0.552424,100000,2830.5
5807,18,14.69,32,0.054791,0.560203,100000,2831.6
5808,8,14.63,32,0.054764,0.614092,100000,2832.5
5809,21,14.66,32,0.054736,0.614376,100000,2833.9
5810,13,14.74,32,0.054709,0.550106,100000,2834.7
5811,19,14.71,32,0.054682,0.548773,100000,2836.0
5812,3,14.51,32,0.054654,0.522805,100000,2836.1
5813,2,14.45,32,0.054627,0.551888,100000,2836.4
5814,19,14.57,32,0.0546,0.607252,100000,2837.9
5815,11,14.53,32,0.054572,0.632704,100000,2838.7
5816,2,14.37,32,0.054545,0.616754,100000,2838.8
5817,9,14.43,32,0.054518,0.555803,100000,2839.5
5818,14,14.54,32,0.054491,0.55469,100000,2840.6
5819,16,14.51,32,0.054463,0.566279,100000,2841.7
5820,15,14.41,32,0.054436,0.600024,100000,2842.9
5821,5,14.27,32,0.054409,0.647125,100000,2843.2
5822,9,14.21,32,0.054382,0.554421,100000,2843.8
5823,2,14.04,32,0.054354,0.67144,100000,2843.9
5824,30,14.22,32,0.054327,0.60568,100000,2846.6
5825,17,14.21,32,0.0543,0.61938,100000,2847.9
5826,8,14.11,32,0.054273,0.58009,100000,2848.5
5827,3,14.04,32,0.054246,0.553734,100000,2848.6
5828,16,14.11,32,0.054219,0.583296,100000,2849.8
5829,3,14.0,32,0.054192,0.553781,100000,2850.1
5830,10,14.04,32,0.054165,0.549837,100000,2850.7
5831,10,13.91,32,0.054137,0.579815,100000,2851.4
5832,17,13.92,32,0.05411,0.584986,100000,2852.6
5833,21,14.0,32,0.054083,0.601488,100000,2854.1
5834,17,13.94,32,0.054056,0.602519,100000,2855.4
5835,24,14.11,32,0.054029,0.592669,100000,2857.1
5836,16,14.12,32,0.054002,0.619394,100000,2858.4
5837,24,14.1,32,0.053975,0.652653,100000,2860.0
5838,12,13.9,32,0.053948,0.589735,100000,2860.7
5839,5,13.85,32,0.053921,0.608256,100000,2861.1
5840,7,13.84,32,0.053894,0.595874,100000,2861.6
5841,17,13.86,32,0.053867,0.604001,100000,2863.2
5842,18,13.88,32,0.05384,0.629732,100000,2864.4
5843,23,13.98,32,0.053814,0.61629,100000,2865.9
5844,8,14.01,32,0.053787,0.577331,100000,2866.4
5845,21,14.0,32,0.05376,0.610271,100000,2867.6
5846,17,13.97,32,0.053733,0.60692,100000,2868.8
5847,16,13.86,32,0.053706,0.61223,100000,2870.1
5848,32,13.94,32,0.053679,0.628697,100000,2872.7
5849,13,14.01,32,0.053652,0.584412,100000,2873.6
5850,13,13.97,32,0.053625,0.583899,100000,2874.3
5851,12,13.88,32,0.053599,0.578581,100000,2875.2
5852,13,13.78,32,0.053572,0.624821,100000,2876.1
5853,10,13.72,32,0.053545,0.58918,100000,2876.6
5854,8,13.74,32,0.053518,0.557193,100000,2877.2
5855,14,13.76,32,0.053492,0.578682,100000,2878.3
5856,12,13.79,32,0.053465,0.648619,100000,2879.0
5857,12,13.81,32,0.053438,0.615179,100000,2879.9
5858,8,13.84,32,0.053411,0.623762,100000,2880.7
5859,12,13.83,32,0.053385,0.573032,100000,2881.5
5860,13,13.8,32,0.053358,0.604603,100000,2882.4
5861,3,13.76,32,0.053331,0.667295,100000,2882.5
5862,8,13.61,32,0.053305,0.567475,100000,2882.9
5863,12,13.62,32,0.053278,0.620612,100000,2883.8
5864,10,13.42,32,0.053251,0.669298,100000,2884.3
5865,17,13.4,32,0.053225,0.598743,100000,2885.1
5866,11,13.37,32,0.053198,0.650178,100000,2885.7
5867,0,13.19,32,0.053171,0.559171,100000,2885.7
5868,3,13.15,32,0.053145,0.648636,100000,2886.0
5869,11,13.09,32,0.053118,0.673728,100000,2886.5
5870,7,12.98,32,0.053092,0.663722,100000,2887.0
5871,7,12.82,32,0.053065,0.618886,100000,2887.4
5872,6,12.67,32,0.053039,0.591792,100000,2887.8
5873,8,12.61,32,0.053012,0.60441,100000,2888.3
5874,11,12.57,32,0.052986,0.622145,100000,2888.9
5875,13,12.64,32,0.052959,0.608164,100000,2889.9
5876,5,12.63,32,0.052933,0.610088,100000,2890.2
5877,9,12.56,32,0.052906,0.618511,100000,2890.9
5878,19,12.53,32,0.05288,0.638238,100000,2892.1
5879,13,12.46,32,0.052853,0.606134,100000,2893.1
5880,3,12.35,32,0.052827,0.601858,100000,2893.4
5881,9,12.39,32,0.0528,0.596439,100000,2893.9
5882,7,12.37,32,0.052774,0.536247,100000,2894.5
5883,13,12.29,32,0.052748,0.61023,100000,2895.3
5884,19,12.39,32,0.052721,0.624881,100000,2896.7
5885,9,12.42,32,0.052695,0.613534,100000,2897.3
5886,12,12.36,32,0.052669,0.596998,100000,2897.8
5887,23,12.44,32,0.052642,0.618505,100000,2899.5
5888,21,12.48,32,0.052616,0.617047,100000,2901.2
5889,13,12.56,32,0.05259,0.617267,100000,2902.0
5890,16,12.67,32,0.052563,0.620419,100000,2903.1
5891,10,12.61,32,0.052537,0.599827,100000,2903.8
5892,5,12.49,32,0.052511,0.629372,100000,2904.1
5893,10,12.46,32,0.052485,0.591339,100000,2905.1
5894,25,12.62,32,0.052458,0.594763,100000,2906.9
5895,11,12.52,32,0.052432,0.583012,100000,2907.6
5896,8,12.44,32,0.052406,0.673248,100000,2908.1
5897,23,12.59,32,0.05238,0.618341,100000,2910.1
5898,24,12.72,32,0.052353,0.613426,100000,2912.1
5899,7,12.53,32,0.052327,0.615824,100000,2912.7
5900,11,12.59,32,0.052301,0.615818,100000,2913.6
5901,4,12.43,32,0.052275,0.588773,100000,2913.8
5902,9,12.27,32,0.052249,0.558054,100000,2914.3
5903,10,12.25,32,0.052223,0.6487,100000,2914.9
5904,5,12.21,32,0.052197,0.561591,100000,2915.2
5905,11,12.23,32,0.05217,0.595792,100000,2915.7
5906,8,12.17,32,0.052144,0.60969,100000,2916.3
5907,16,12.15,32,0.052118,0.609623,100000,2917.5
5908,17,12.24,32,0.052092,0.587121,100000,2918.7
5909,12,12.15,32,0.052066,0.605308,100000,2919.5
5910,5,12.07,32,0.05204,0.60963,100000,2919.8
5911,17,12.05,32,0.052014,0.585445,100000,2920.8
5912,29,12.31,32,0.051988,0.597269,100000,2923.2
5913,26,12.55,32,0.051962,0.587277,100000,2925.2
5914,24,12.6,32,0.051936,0.553657,100000,2926.8
5915,8,12.57,32,0.05191,0.551485,100000,2927.3
5916,2,12.57,32,0.051884,0.534951,100000,2927.5
5917,21,12.69,32,0.051858,0.570329,100000,2928.9
5918,20,12.75,32,0.051832,0.563806,100000,2930.5
5919,15,12.74,32,0.051806,0.579603,100000,2931.6
5920,17,12.76,32,0.051781,0.579531,100000,2932.6
5921,0,12.71,32,0.051755,0.864017,100000,2932.7
5922,14,12.76,32,0.051729,0.572344,100000,2933.7
5923,8,12.82,32,0.051703,0.5921,100000,2934.4
5924,15,12.67,32,0.051677,0.609202,100000,2935.3
5925,0,12.5,32,0.051651,0.609304,100000,2935.3
